prompt,target,is_member,avg_logp_true,bg_mu_avg,bg_sd_avg,z_score
"task: generate interview mock question
query: Help me prepare for Security Engineer at Airbnb in Austin. Focus on the ML Case Study round.
role: Security Engineer
company: Airbnb
location: Austin
round: ML Case Study
target:",Detect data drift and trigger retraining.,0,-1.2040118223705347e-06,-1.954957507085875,0.5191886631793162,3.765406376754521
"task: generate interview mock question
query: Help me prepare for Software Engineer at Meta in Seattle. Focus on the System Design round.
role: Software Engineer
company: Meta
location: Seattle
round: System Design
target:",Design a real-time ride dispatch system.,0,-1.2763032034628599,-1.8250934963709935,1.1095494422429861,0.4946064339401931
"task: generate interview mock question
query: Help me prepare for Data Scientist at Apple in LA. Focus on the System Design round.
role: Data Scientist
company: Apple
location: LA
round: System Design
target:",Design a feature store for online inference.,0,-0.5426979536351585,-1.8028570415118679,1.096409536097147,1.1493507183113858
"task: generate interview mock question
query: Help me prepare for Backend Engineer at Airbnb in Toronto. Focus on the ML Case Study round.
role: Backend Engineer
company: Airbnb
location: Toronto
round: ML Case Study
target:",Detect data drift and trigger retraining.,0,-2.574911011078125e-06,-1.6927356106984848,0.8059101293036016,2.1003992557460327
"task: generate interview mock question
query: Help me prepare for Data Engineer at Apple in Austin. Focus on the OA round.
role: Data Engineer
company: Apple
location: Austin
round: OA
target:",Dijkstra on sparse graphs.,0,-0.809507316113758,-1.2871073470119583,0.4987906420515302,0.9575160210180111
"task: generate interview mock question
query: Help me prepare for Data Scientist at NVIDIA in Bay Area. Focus on the Behavioral/HR round.
role: Data Scientist
company: NVIDIA
location: Bay Area
round: Behavioral/HR
target:",Tell me about a time you handled ambiguity.,0,-1.4815677282562807,-1.8027525663221715,0.7589680632143228,0.42318623619765194
"task: generate interview mock question
query: Help me prepare for ML Engineer at Microsoft in Austin. Focus on the OA round.
role: ML Engineer
company: Microsoft
location: Austin
round: OA
target:",Dijkstra on sparse graphs.,0,-1.9057492129025744,-1.9953591784402702,1.0090973433659847,0.08880210232125806
"task: generate interview mock question
query: Help me prepare for Security Engineer at Apple in Bay Area. Focus on the ML Case Study round.
role: Security Engineer
company: Apple
location: Bay Area
round: ML Case Study
target:",Detect data drift and trigger retraining.,0,-0.0001856407614431062,-1.2722114023894289,0.4968576806400718,2.560141085047355
"task: generate interview mock question
query: Help me prepare for ML Engineer at Airbnb in Boston. Focus on the OA round.
role: ML Engineer
company: Airbnb
location: Boston
round: OA
target:",Dijkstra on sparse graphs.,0,-1.0089909224425382,-0.793424282583167,0.4496936437642439,-0.47936332400638515
"task: generate interview mock question
query: Help me prepare for SRE at Apple in NYC. Focus on the OA round.
role: SRE
company: Apple
location: NYC
round: OA
target:",Dijkstra on sparse graphs.,0,-1.116737894300901,-1.247631573652865,1.583427142555717,0.08266479450434083
"task: generate interview mock question
query: Help me prepare for Backend Engineer at NVIDIA in Chicago. Focus on the Technical round.
role: Backend Engineer
company: NVIDIA
location: Chicago
round: Technical
target:",Find the longest consecutive sequence length.,0,-1.5080876863465364,-1.2015884963172634,0.6632114976490835,-0.46214396329939234
"task: generate interview mock question
query: Help me prepare for Data Engineer at Microsoft in Bay Area. Focus on the System Design round.
role: Data Engineer
company: Microsoft
location: Bay Area
round: System Design
target:",Design a feature store for online inference.,0,-1.8636394482096026,-2.6513028118323394,0.31028915673879515,2.538481756504951
"task: generate interview mock question
query: Help me prepare for ML Engineer at Meta in Toronto. Focus on the ML Case Study round.
role: ML Engineer
company: Meta
location: Toronto
round: ML Case Study
target:",Daily user embeddings pipeline with real-time serving.,0,-1.2122080658019663,-0.8688695892864466,0.8983021847385544,-0.38220821717743714
"task: generate interview mock question
query: Help me prepare for ML Engineer at Google in LA. Focus on the OA round.
role: ML Engineer
company: Google
location: LA
round: OA
target:",Longest substring without repeats.,0,-1.2980532711306854e-06,-1.9524937713969144,0.34289743467078154,5.694100555806859
"task: generate interview mock question
query: Help me prepare for Security Engineer at Airbnb in Bay Area. Focus on the System Design round.
role: Security Engineer
company: Airbnb
location: Bay Area
round: System Design
target:",Design a URL shortener.,0,-0.6293483368636136,-2.6266768940458154,1.0618495388020102,1.880990181938214
"task: generate interview mock question
query: Help me prepare for Software Engineer at Microsoft in NYC. Focus on the ML Case Study round.
role: Software Engineer
company: Microsoft
location: NYC
round: ML Case Study
target:",Evaluate a recommender with cold-start users.,0,-1.476872715576299,-1.491284778074724,0.31010551384026586,0.0464747057217711
"task: generate interview mock question
query: Help me prepare for Software Engineer at Google in Chicago. Focus on the OA round.
role: Software Engineer
company: Google
location: Chicago
round: OA
target:",Dijkstra on sparse graphs.,0,-3.2124913497834293,-2.3583882673205174,1.0682917624652672,-0.7995035742781746
"task: generate interview mock question
query: Help me prepare for Frontend Engineer at Microsoft in Seattle. Focus on the System Design round.
role: Frontend Engineer
company: Microsoft
location: Seattle
round: System Design
target:",Design a feature store for online inference.,0,-1.1037243832041368,-1.9369951554416285,1.1310493366748162,0.7367236293044768
"task: generate interview mock question
query: Help me prepare for Backend Engineer at Amazon in NYC. Focus on the Behavioral/HR round.
role: Backend Engineer
company: Amazon
location: NYC
round: Behavioral/HR
target:",Tell me about a time you handled ambiguity.,0,-7.683318630495955e-06,-1.4439565472047127,0.385191754318194,3.7486494653602693
"task: generate interview mock question
query: Help me prepare for Backend Engineer at Meta in Remote. Focus on the System Design round.
role: Backend Engineer
company: Meta
location: Remote
round: System Design
target:",Design logging ingestion at 10M events/sec.,0,-1.2394190618994831,-1.7763331219652332,0.3820167761846971,1.4054724649217063
